SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_flag;FullSiteCode;cod_rete;cod_reg;nota
657;124;Silanus;8.8815;40.2905;457;1;OD:124;NA;20;NA
658;126;Noragugume;8.9195;40.2257;264;1;OD:126;NA;20;NA
659;129;Fonni;9.2547;40.1171;937;1;OD:129;NA;20;NA
660;132;Gavoi;9.1931;40.1591;730;1;OD:132;NA;20;NA
661;134;Tiana;9.1486;40.068;609;1;OD:134;NA;20;NA
662;138;Sedilo;8.9193;40.1742;270;1;OD:138;NA;20;NA
663;140;Ghilarza;8.837;40.1217;280;1;OD:140;NA;20;NA
664;143;S.Chiara d'Ula;8.8694;40.0518;116;1;OD:143;NA;20;NA
665;144;Busachi;8.8964;40.0326;401;1;OD:144;NA;20;NA
666;146;Desulo;9.2298;40.0147;901;1;OD:146;NA;20;NA
667;147;Tonara;9.1752;40.0267;1035;1;OD:147;NA;20;NA
668;148;Cossatzu (C.ra);9.1804;39.9429;790;1;OD:148;NA;20;NA
669;151;Sorgono F.C.;9.1049;40.0272;741;1;OD:151;NA;20;NA
670;153;Meanasardo;9.0729;39.9453;572;1;OD:153;NA;20;NA
671;154;Austis;9.0894;40.0715;737;1;OD:154;NA;20;NA
672;155;Ortueri;8.987;40.0365;604;1;OD:155;NA;20;NA
673;156;Ortuabis F.C.;9.1102;39.8877;810;1;OD:156;NA;20;NA
674;158;Santa Sofia;9.1324;39.8673;817;1;OD:158;NA;20;NA
675;159;Laconi F.C.;9.0506;39.8563;565;1;OD:159;NA;20;NA
676;160;Genoni;9.0078;39.7938;463;1;OD:160;NA;20;NA
677;163;Samugheo;8.941;39.9479;366;1;OD:163;NA;20;NA
678;164;Allai;8.8648;39.9575;72;1;OD:164;NA;20;NA
679;166;Abbasanta;8.8189;40.1255;313;1;OD:166;NA;20;NA
680;167;Paulilatino;8.7637;40.0831;258;1;OD:167;NA;20;NA
681;169;Mogorella;8.8585;39.8657;290;1;OD:169;NA;20;NA
682;170;Santa Vittoria;8.7374;39.9667;23;1;OD:170;NA;20;NA
683;171;Simaxis;8.6899;39.9306;13;1;OD:171;NA;20;NA
684;172;Riola;8.5402;39.9964;3;1;OD:172;NA;20;NA
685;174;Santulussurgiu;8.6525;40.1424;602;1;OD:174;NA;20;NA
686;175;Seneghe;8.6127;40.0808;285;1;OD:175;NA;20;NA
687;176;Bauladu;8.6722;40.0197;43;1;OD:176;NA;20;NA
688;178;Tega (C.ra);8.5253;40.1543;281;1;OD:178;NA;20;NA
689;179;Tresnuraghes F.C.;8.5245;40.2568;255;1;OD:179;NA;20;NA
